player_id,player_name,game_id,game,team_id,stat,side,line,odds,over_odds,under_odds,bet_vendor,model_prob,model_prob_raw,model_prob_cal,cal_source,market_prob,raw_edge,ev,kelly_units,q50,q_preds,usage_bucket,mp_bucket,min_ev_applied,cal_type,cal_applied,is_sparse,actual,result,profit,clv_proxy,clv,clv_is_true,grade_date,pmf,fair_odds_over,fair_odds_under,pmf_median,edge_over,edge_under,line_vs_median,mkt_true_over,mkt_true_under
38017683,Paolo Banchero,18447956,Orlando Magic @ New Orleans Pelicans,22,reb,UNDER,8.0,112,112,112,betparx,0.6529,0.8445,0.6529,global_side,0.5,0.1529,0.384,0.051,6.01,"{'0.1': 3.81, '0.2': 4.55, '0.25': 4.78, '0.33': 5.41, '0.4': 5.52, '0.5': 6.01, '0.6': 6.31, '0.67': 6.53, '0.75': 6.93, '0.8': 7.3, '0.9': 8.88}",0,3,0.025,global,True,False,16.0,MISS,-1.0,-0.1529,-0.1529,False,2026-04-05,,,,,,,,,
56677859,Olivier-Maxence Prosper,18447953,Memphis Grizzlies @ Milwaukee Bucks,15,reb,UNDER,5.5,102,-110,102,betway,0.6718,0.8654,0.6718,global_side,0.4859,0.1859,0.357,0.053,3.64,"{'0.1': 2.02, '0.2': 2.71, '0.25': 2.71, '0.33': 3.26, '0.4': 3.53, '0.5': 3.64, '0.6': 4.16, '0.67': 4.3, '0.75': 4.66, '0.8': 5.01, '0.9': 5.76}",0,2,0.025,global,True,False,3.0,HIT,1.02,-0.1859,-0.1859,False,2026-04-05,,,,,,,,,
473,Derrick White,18447950,Toronto Raptors @ Boston Celtics,2,ast,UNDER,4.5,-120,120,-120,betway,0.7376,0.9237,0.7376,global_side,0.5455,0.1921,0.3522,0.063,2.93,"{'0.1': 1.6, '0.2': 1.93, '0.25': 2.18, '0.33': 2.44, '0.4': 2.54, '0.5': 2.93, '0.6': 3.08, '0.67': 3.39, '0.75': 3.9, '0.8': 4.1, '0.9': 4.42}",0,3,0.025,global,True,False,6.0,MISS,-1.0,-0.1921,-0.1921,False,2026-04-05,,,,,,,,,
56677858,Brandin Podziemski,18447960,Houston Rockets @ Golden State Warriors,10,pts,OVER,12.5,102,102,-115,betparx,0.6693,0.8055,0.6693,global_side,0.4807,0.1886,0.352,0.052,17.68,"{'0.1': 10.72, '0.2': 12.6, '0.25': 13.75, '0.33': 14.9, '0.4': 16.0, '0.5': 17.68, '0.6': 18.66, '0.67': 19.22, '0.75': 19.22, '0.8': 20.47, '0.9': 22.87}",0,3,0.025,global,True,False,18.0,HIT,1.02,0.1886,0.1886,False,2026-04-05,,,,,,,,,
24489167,Brandon Williams,18447958,Los Angeles Lakers @ Dallas Mavericks,7,stl,OVER,0.5,-140,-140,100,betway,0.7859,0.9,0.7859,global_side,0.5385,0.2474,0.3473,0.073,1.15,"{'0.1': 0.51, '0.2': 0.51, '0.25': 0.51, '0.33': 0.58, '0.4': 0.62, '0.5': 1.15, '0.6': 1.24, '0.67': 1.24, '0.75': 1.43, '0.8': 1.87, '0.9': 2.14}",0,1,0.025,global,True,True,2.0,HIT,0.7142857142857144,0.2474,0.2474,False,2026-04-05,,,,,,,,,
56677824,Taylor Hendricks,18447953,Memphis Grizzlies @ Milwaukee Bucks,15,reb,UNDER,5.5,-107,-108,-107,betparx,0.6949,0.8883,0.6949,global_side,0.4989,0.196,0.3443,0.055,3.99,"{'0.1': 2.27, '0.2': 2.79, '0.25': 3.14, '0.33': 3.27, '0.4': 3.65, '0.5': 3.99, '0.6': 4.4, '0.67': 4.8, '0.75': 5.04, '0.8': 5.04, '0.9': 5.56}",0,2,0.025,global,True,False,4.0,HIT,0.9345794392523366,-0.196,-0.196,False,2026-04-05,,,,,,,,,
322,Donovan Mitchell,18447954,Indiana Pacers @ Cleveland Cavaliers,6,pts,UNDER,27.5,-102,-110,-102,betway,0.6673,0.8606,0.6673,global_side,0.4908,0.1764,0.3215,0.049,21.7,"{'0.1': 15.52, '0.2': 17.41, '0.25': 18.79, '0.33': 19.14, '0.4': 19.79, '0.5': 21.7, '0.6': 23.3, '0.67': 24.99, '0.75': 25.75, '0.8': 25.96, '0.9': 28.51}",0,3,0.025,global,True,False,38.0,MISS,-1.0,-0.1765,-0.1765,False,2026-04-05,,,,,,,,,
17895983,Ayo Dosunmu,18447955,Charlotte Hornets @ Minnesota Timberwolves,18,reb,OVER,4.5,-115,-115,106,betway,0.7054,0.8376,0.7054,global_side,0.5242,0.1812,0.3188,0.055,6.09,"{'0.1': 3.97, '0.2': 4.82, '0.25': 4.82, '0.33': 5.26, '0.4': 5.61, '0.5': 6.09, '0.6': 6.2, '0.67': 6.36, '0.75': 6.98, '0.8': 7.31, '0.9': 8.36}",0,3,0.025,global,True,False,4.0,MISS,-1.0,0.1812,0.1812,False,2026-04-05,,,,,,,,,
2189,Gary Payton II,18447960,Houston Rockets @ Golden State Warriors,10,reb,OVER,3.5,-148,-148,118,betrivers,0.7831,0.898,0.7831,global_side,0.5654,0.2177,0.3122,0.069,5.6,"{'0.1': 3.48, '0.2': 4.31, '0.25': 4.31, '0.33': 4.93, '0.4': 5.12, '0.5': 5.6, '0.6': 5.73, '0.67': 5.89, '0.75': 6.26, '0.8': 6.53, '0.9': 7.56}",0,2,0.025,global,True,False,3.0,MISS,-1.0,0.2177,0.2177,False,2026-04-05,,,,,,,,,
1057267077,Jeremiah Fears,18447956,Orlando Magic @ New Orleans Pelicans,19,reb,UNDER,4.0,108,125,108,betway,0.6279,0.8139,0.6279,global_side,0.5196,0.1083,0.3061,0.043,3.33,"{'0.1': 1.98, '0.2': 2.15, '0.25': 2.75, '0.33': 2.75, '0.4': 2.86, '0.5': 3.33, '0.6': 3.42, '0.67': 3.44, '0.75': 3.76, '0.8': 3.89, '0.9': 4.66}",0,2,0.025,global,True,False,3.0,HIT,1.08,-0.1083,-0.1083,False,2026-04-05,,,,,,,,,
666956,Coby White,18447955,Charlotte Hornets @ Minnesota Timberwolves,4,reb,OVER,2.5,-145,-145,123,betway,0.769,0.8879,0.769,global_side,0.5689,0.2001,0.2994,0.065,4.26,"{'0.1': 2.41, '0.2': 3.14, '0.25': 3.24, '0.33': 3.46, '0.4': 3.79, '0.5': 4.26, '0.6': 4.45, '0.67': 4.73, '0.75': 5.29, '0.8': 5.64, '0.9': 6.78}",0,1,0.025,global,True,False,0.0,MISS,-1.0,0.2001,0.2001,False,2026-04-05,,,,,,,,,
666609,Rui Hachimura,18447958,Los Angeles Lakers @ Dallas Mavericks,14,reb,UNDER,3.5,121,-110,121,betway,0.5836,0.7512,0.5836,global_side,0.4635,0.1201,0.2897,0.036,2.81,"{'0.1': 1.66, '0.2': 1.85, '0.25': 2.03, '0.33': 2.36, '0.4': 2.39, '0.5': 2.81, '0.6': 3.07, '0.67': 3.07, '0.75': 3.5, '0.8': 3.65, '0.9': 4.38}",0,2,0.025,global,True,False,7.0,MISS,-1.0,-0.1201,-0.1201,False,2026-04-05,,,,,,,,,
1028036515,Oso Ighodaro,18447952,Phoenix Suns @ Chicago Bulls,24,ast,OVER,2.5,120,120,-125,betway,0.5854,0.7215,0.5854,global_side,0.45,0.1354,0.2879,0.036,3.11,"{'0.1': 1.72, '0.2': 2.05, '0.25': 2.45, '0.33': 2.6, '0.4': 2.83, '0.5': 3.11, '0.6': 3.52, '0.67': 3.66, '0.75': 4.04, '0.8': 4.24, '0.9': 4.75}",0,3,0.025,global,True,False,2.0,MISS,-1.0,0.1354,0.1354,False,2026-04-05,,,,,,,,,
3547256,Saddiq Bey,18447956,Orlando Magic @ New Orleans Pelicans,19,reb,UNDER,5.5,-109,-114,-109,fanduel,0.6697,0.8632,0.6697,global_side,0.4947,0.175,0.2841,0.046,3.82,"{'0.1': 2.05, '0.2': 2.61, '0.25': 2.7, '0.33': 3.22, '0.4': 3.3, '0.5': 3.82, '0.6': 4.08, '0.67': 4.39, '0.75': 4.82, '0.8': 5.05, '0.9': 5.76}",0,3,0.025,global,True,False,6.0,MISS,-1.0,-0.175,-0.175,False,2026-04-05,,,,,,,,,
1057271583,Walter Clayton Jr.,18447953,Memphis Grizzlies @ Milwaukee Bucks,15,ast,UNDER,6.5,-113,100,-113,betway,0.6802,0.8741,0.6802,global_side,0.5148,0.1654,0.2821,0.048,4.57,"{'0.1': 2.71, '0.2': 3.33, '0.25': 3.64, '0.33': 3.83, '0.4': 4.13, '0.5': 4.57, '0.6': 5.17, '0.67': 5.42, '0.75': 5.86, '0.8': 6.02, '0.9': 6.67}",0,2,0.025,global,True,False,4.0,HIT,0.8849557522123894,-0.1654,-0.1654,False,2026-04-05,,,,,,,,,
666703,John Konchar,18447957,Utah Jazz @ Oklahoma City Thunder,29,ast,UNDER,3.5,-129,100,-129,betmgm,0.7139,0.9052,0.7139,global_side,0.5298,0.1842,0.2674,0.052,2.11,"{'0.1': 1.05, '0.2': 1.4, '0.25': 1.44, '0.33': 1.54, '0.4': 1.67, '0.5': 2.11, '0.6': 2.12, '0.67': 2.5, '0.75': 2.53, '0.8': 2.9, '0.9': 3.47}",0,2,0.025,global,True,False,3.0,HIT,0.7751937984496124,-0.1841,-0.1841,False,2026-04-05,,,,,,,,,
666423,RJ Barrett,18447950,Toronto Raptors @ Boston Celtics,28,pts,UNDER,19.5,-104,-105,-104,betway,0.644,0.8341,0.644,global_side,0.4988,0.1452,0.2633,0.041,15.73,"{'0.1': 9.17, '0.2': 11.38, '0.25': 11.89, '0.33': 12.99, '0.4': 14.36, '0.5': 15.73, '0.6': 17.23, '0.67': 17.56, '0.75': 17.94, '0.8': 18.15, '0.9': 22.12}",0,2,0.025,global,True,False,15.0,HIT,0.9615384615384616,-0.1452,-0.1452,False,2026-04-05,,,,,,,,,
1028025344,Donovan Clingan,18447965,Portland Trail Blazers @ Denver Nuggets,25,reb,UNDER,11.5,-110,-108,-110,betparx,0.7212,0.9112,0.7212,global_side,0.5022,0.219,0.3769,0.062,9.71,"{'0.1': 6.45, '0.2': 7.27, '0.25': 7.64, '0.33': 8.21, '0.4': 9.13, '0.5': 9.71, '0.6': 10.17, '0.67': 10.37, '0.75': 10.37, '0.8': 11.03, '0.9': 11.45}",0,2,0.025,global,True,False,12.0,MISS,-1.0,-0.219,-0.219,False,2026-04-06,,,,,,,,,
3547254,Tyrese Maxey,18447964,Philadelphia 76ers @ San Antonio Spurs,23,ast,UNDER,7.5,-132,114,-132,fanduel,0.7481,0.9311,0.7481,global_side,0.5491,0.1991,0.3149,0.062,5.33,"{'0.1': 3.28, '0.2': 4.01, '0.25': 4.08, '0.33': 4.67, '0.4': 4.99, '0.5': 5.33, '0.6': 5.82, '0.67': 6.04, '0.75': 6.44, '0.8': 6.52, '0.9': 7.27}",0,3,0.025,global,True,False,8.0,MISS,-1.0,-0.199,-0.199,False,2026-04-06,,,,,,,,,
56677822,Victor Wembanyama,18447964,Philadelphia 76ers @ San Antonio Spurs,27,ast,OVER,3.5,120,120,-143,betrivers,0.5859,0.722,0.5859,global_side,0.4358,0.1501,0.2889,0.036,4.82,"{'0.1': 2.49, '0.2': 3.04, '0.25': 3.33, '0.33': 3.81, '0.4': 4.15, '0.5': 4.82, '0.6': 5.23, '0.67': 5.57, '0.75': 6.0, '0.8': 6.31, '0.9': 6.79}",0,3,0.025,global,True,False,1.0,MISS,-1.0,0.1501,0.1501,False,2026-04-06,,,,,,,,,
1028028244,Zaccharie Risacher,18447961,New York Knicks @ Atlanta Hawks,1,reb,OVER,2.5,120,120,-146,betparx,0.5853,0.7214,0.5853,global_side,0.4337,0.1516,0.2877,0.036,3.65,"{'0.1': 1.87, '0.2': 2.22, '0.25': 2.39, '0.33': 2.7, '0.4': 3.06, '0.5': 3.65, '0.6': 3.81, '0.67': 4.06, '0.75': 4.6, '0.8': 4.6, '0.9': 5.0}",0,1,0.025,global,True,False,2.0,MISS,-1.0,0.1516,0.1516,False,2026-04-06,,,,,,,,,
246,Nikola Jokic,18447965,Portland Trail Blazers @ Denver Nuggets,8,pts,UNDER,27.5,-115,-103,-115,draftkings,0.6804,0.8743,0.6804,global_side,0.5132,0.1673,0.2721,0.047,21.48,"{'0.1': 15.47, '0.2': 17.16, '0.25': 17.9, '0.33': 19.04, '0.4': 20.53, '0.5': 21.48, '0.6': 23.45, '0.67': 23.69, '0.75': 25.04, '0.8': 26.49, '0.9': 27.85}",0,3,0.025,global,True,False,35.0,MISS,-1.0,-0.1672,-0.1672,False,2026-04-06,,,,,,,,,
335,Jamal Murray,18447965,Portland Trail Blazers @ Denver Nuggets,8,pts,UNDER,24.5,-102,-105,-102,betmgm,0.6316,0.8187,0.6316,global_side,0.4964,0.1352,0.2509,0.038,18.2,"{'0.1': 14.16, '0.2': 14.89, '0.25': 15.56, '0.33': 16.69, '0.4': 17.9, '0.5': 18.2, '0.6': 20.54, '0.67': 21.63, '0.75': 22.95, '0.8': 24.02, '0.9': 26.58}",0,3,0.025,global,True,False,20.0,HIT,0.9803921568627452,-0.1352,-0.1352,False,2026-04-06,,,,,,,,,
38017730,Dominick Barlow,18447964,Philadelphia 76ers @ San Antonio Spurs,23,reb,OVER,3.5,-105,-105,-110,draftkings,0.6243,0.7621,0.6243,global_side,0.4944,0.1299,0.2189,0.034,5.04,"{'0.1': 2.55, '0.2': 3.25, '0.25': 3.58, '0.33': 3.9, '0.4': 4.3, '0.5': 5.04, '0.6': 5.42, '0.67': 5.42, '0.75': 5.6, '0.8': 5.84, '0.9': 7.04}",0,1,0.025,global,True,False,8.0,HIT,0.9523809523809524,0.1299,0.1299,False,2026-04-06,,,,,,,,,
3547246,Devin Vassell,18447964,Philadelphia 76ers @ San Antonio Spurs,27,reb,OVER,3.5,-126,-126,115,draftkings,0.6733,0.8092,0.6733,global_side,0.5452,0.1282,0.2077,0.039,4.66,"{'0.1': 2.47, '0.2': 3.61, '0.25': 3.64, '0.33': 4.07, '0.4': 4.16, '0.5': 4.66, '0.6': 5.11, '0.67': 5.57, '0.75': 6.11, '0.8': 6.29, '0.9': 6.9}",0,3,0.025,global,True,False,4.0,HIT,0.7936507936507935,0.1281,0.1281,False,2026-04-06,,,,,,,,,
38017709,Christian Braun,18447965,Portland Trail Blazers @ Denver Nuggets,8,reb,UNDER,4.5,110,-110,110,betway,0.5669,0.7248,0.5669,global_side,0.4762,0.0907,0.1904,0.026,3.78,"{'0.1': 1.91, '0.2': 2.5, '0.25': 2.51, '0.33': 3.18, '0.4': 3.34, '0.5': 3.78, '0.6': 4.35, '0.67': 4.35, '0.75': 4.57, '0.8': 4.64, '0.9': 5.53}",0,3,0.025,global,True,False,6.0,MISS,-1.0,-0.0907,-0.0907,False,2026-04-06,,,,,,,,,
3547244,Onyeka Okongwu,18447961,New York Knicks @ Atlanta Hawks,1,pts,UNDER,14.5,-115,110,-115,betparx,0.6365,0.8248,0.6365,global_side,0.529,0.1075,0.19,0.033,10.43,"{'0.1': 5.9, '0.2': 7.12, '0.25': 7.51, '0.33': 8.78, '0.4': 9.41, '0.5': 10.43, '0.6': 12.36, '0.67': 13.13, '0.75': 13.51, '0.8': 13.95, '0.9': 16.16}",0,2,0.025,global,True,False,12.0,HIT,0.8695652173913042,-0.1075,-0.1075,False,2026-04-06,,,,,,,,,
447,Karl-Anthony Towns,18447961,New York Knicks @ Atlanta Hawks,20,pts,UNDER,19.5,-110,102,-110,betparx,0.6226,0.8069,0.6226,global_side,0.5141,0.1084,0.1885,0.031,16.0,"{'0.1': 9.98, '0.2': 12.42, '0.25': 13.4, '0.33': 14.12, '0.4': 15.59, '0.5': 16.0, '0.6': 17.96, '0.67': 18.72, '0.75': 18.98, '0.8': 19.3, '0.9': 22.22}",0,2,0.025,global,True,False,21.0,MISS,-1.0,-0.1085,-0.1085,False,2026-04-06,,,,,,,,,
17896040,Jalen Johnson,18447961,New York Knicks @ Atlanta Hawks,1,pts,UNDER,21.5,100,-104,100,draftkings,0.5869,0.7562,0.5869,global_side,0.4951,0.0917,0.1737,0.026,18.15,"{'0.1': 13.09, '0.2': 14.58, '0.25': 15.32, '0.33': 15.61, '0.4': 16.67, '0.5': 18.15, '0.6': 19.83, '0.67': 19.83, '0.75': 21.35, '0.8': 22.54, '0.9': 24.12}",0,3,0.025,global,True,False,21.0,HIT,1.0,-0.0918,-0.0918,False,2026-04-06,,,,,,,,,
38017694,Jalen Duren,18447962,Detroit Pistons @ Orlando Magic,9,ast,OVER,2.5,120,120,-114,betway,0.5334,0.663,0.5334,global_side,0.4604,0.073,0.1735,0.022,3.02,"{'0.1': 1.65, '0.2': 2.09, '0.25': 2.15, '0.33': 2.46, '0.4': 2.86, '0.5': 3.02, '0.6': 3.59, '0.67': 3.9, '0.75': 4.15, '0.8': 4.24, '0.9': 5.2}",0,3,0.025,global,True,False,4.0,HIT,1.2000000000000002,0.073,0.073,False,2026-04-06,,,,,,,,,
38017683,Paolo Banchero,18447962,Detroit Pistons @ Orlando Magic,22,reb,UNDER,7.5,-132,105,-132,betmgm,0.6504,0.8416,0.6504,global_side,0.5384,0.112,0.1431,0.028,5.95,"{'0.1': 3.66, '0.2': 4.35, '0.25': 4.61, '0.33': 5.29, '0.4': 5.4, '0.5': 5.95, '0.6': 6.1, '0.67': 6.3, '0.75': 6.78, '0.8': 7.02, '0.9': 8.17}",0,3,0.025,global,True,False,5.0,HIT,0.7575757575757576,-0.112,-0.112,False,2026-04-06,,,,,,,,,
38017694,Jalen Duren,18447962,Detroit Pistons @ Orlando Magic,9,reb,UNDER,11.5,-120,108,-120,fanduel,0.6166,0.7989,0.6166,global_side,0.5315,0.0851,0.1304,0.023,9.56,"{'0.1': 6.2, '0.2': 7.18, '0.25': 7.7, '0.33': 8.48, '0.4': 8.94, '0.5': 9.56, '0.6': 10.47, '0.67': 10.68, '0.75': 11.32, '0.8': 11.5, '0.9': 12.83}",0,3,0.025,global,True,False,9.0,HIT,0.8333333333333335,-0.0851,-0.0851,False,2026-04-06,,,,,,,,,
1057266649,Cedric Coward,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-145,105,-145,betway,0.667,0.8603,0.667,global_side,0.5482,0.1189,0.1271,0.028,3.31,"{'0.1': 1.89, '0.2': 2.35, '0.25': 2.57, '0.33': 2.73, '0.4': 2.9, '0.5': 3.31, '0.6': 3.82, '0.67': 4.08, '0.75': 4.32, '0.8': 4.93, '0.9': 5.87}",0,2,0.025,global,True,False,5.0,HIT,0.6896551724137931,-0.1188,-0.1188,False,2026-04-06,,,,,,,,,
56677859,Olivier-Maxence Prosper,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-150,105,-150,betway,0.6613,0.854,0.6613,global_side,0.5516,0.1097,0.1021,0.023,3.29,"{'0.1': 1.83, '0.2': 2.43, '0.25': 2.52, '0.33': 3.05, '0.4': 3.11, '0.5': 3.29, '0.6': 3.7, '0.67': 4.14, '0.75': 4.62, '0.8': 4.95, '0.9': 5.96}",0,2,0.025,global,True,False,3.0,HIT,0.6666666666666665,-0.1097,-0.1097,False,2026-04-06,,,,,,,,,
56677830,GG Jackson,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,reb,UNDER,5.5,-160,115,-160,betway,0.6763,0.8701,0.6763,global_side,0.5695,0.1068,0.099,0.024,3.52,"{'0.1': 1.9, '0.2': 2.14, '0.25': 2.55, '0.33': 2.63, '0.4': 3.01, '0.5': 3.52, '0.6': 3.84, '0.67': 4.24, '0.75': 4.65, '0.8': 4.67, '0.9': 5.85}",0,2,0.025,global,True,False,5.0,HIT,0.625,-0.1068,-0.1068,False,2026-04-06,,,,,,,,,
56677830,GG Jackson,18447963,Cleveland Cavaliers @ Memphis Grizzlies,15,pts,UNDER,18.5,-130,100,-130,betway,0.5989,0.7741,0.5989,global_side,0.5306,0.0683,0.0597,0.012,15.56,"{'0.1': 9.25, '0.2': 11.5, '0.25': 12.78, '0.33': 14.04, '0.4': 15.06, '0.5': 15.56, '0.6': 16.24, '0.67': 17.94, '0.75': 17.94, '0.8': 19.11, '0.9': 23.61}",0,2,0.025,global,True,False,11.0,HIT,0.7692307692307692,-0.0683,-0.0683,False,2026-04-06,,,,,,,,,
17895983,Ayo Dosunmu,18447970,Minnesota Timberwolves @ Indiana Pacers,18,reb,OVER,4.5,114,114,100,draftkings,0.7373,0.8638,0.7373,global_side,0.4831,0.2542,0.5778,0.076,6.38,"{'0.1': 4.12, '0.2': 5.17, '0.25': 5.17, '0.33': 5.51, '0.4': 5.89, '0.5': 6.38, '0.6': 6.9, '0.67': 7.08, '0.75': 7.54, '0.8': 7.84, '0.9': 8.49}",0,3,0.025,global,True,False,5.0,HIT,1.1399999999999997,0.2542,0.2542,False,2026-04-07,,,,,,,,,
666423,RJ Barrett,18447969,Miami Heat @ Toronto Raptors,28,reb,UNDER,5.5,118,-136,118,betrivers,0.7201,0.9103,0.7201,global_side,0.4432,0.2769,0.5698,0.072,3.39,"{'0.1': 1.92, '0.2': 2.34, '0.25': 2.63, '0.33': 2.91, '0.4': 3.21, '0.5': 3.39, '0.6': 4.0, '0.67': 4.0, '0.75': 4.41, '0.8': 4.6, '0.9': 5.42}",0,2,0.025,global,True,False,8.0,MISS,-1.0,-0.2769,-0.2769,False,2026-04-07,,,,,,,,,
488,Guerschon Yabusele,18447966,Chicago Bulls @ Washington Wizards,5,fg3m,UNDER,1.5,150,-170,150,caesars,0.5839,0.7516,0.5839,global_side,0.3885,0.1954,0.4597,0.046,0.93,"{'0.1': 0.29, '0.2': 0.31, '0.25': 0.31, '0.33': 0.74, '0.4': 0.92, '0.5': 0.93, '0.6': 1.06, '0.67': 1.36, '0.75': 1.49, '0.8': 1.67, '0.9': 2.27}",0,1,0.025,global,True,False,1.0,HIT,1.5,-0.1954,-0.1954,False,2026-04-07,,,,,,,,,
